Birth Rate,CO2 Emissions,Country,GDP,Health Exp % GDP,Health Exp/Capita,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound,Cluster Category
0.023,576.0,Maldives,802442810,0.053,153,0.032,0.0,0.13,72,70,0.1,0.399,0.561,0.039,277825,0.289,327000000,59000000,Cluster 1
0.019,7884.0,Mongolia,1267997923,0.046,24,0.047,0.0,0.374,67,60,0.1,0.336,0.627,0.037,2419669,0.582,49000000,59000000,Cluster 1
0.032,3454.0,Nepal,6007061224,0.053,13,0.057,0.0,0.077,64,62,0.0,0.403,0.559,0.039,23655119,0.14,191000000,128000000,Cluster 1
0.029,71052.0,Philippines,76261998623,0.03,29,0.03,0.0,0.124,70,64,0.2,0.382,0.585,0.033,79297756,0.477,2011000000,1918000000,Cluster 1
0.012,49541.0,Singapore,89285087395,0.024,526,0.003,0.4,0.056,80,76,0.7,0.211,0.714,0.075,4138000,1.0,4641000000,6600000000,Cluster 2
0.018,10246.0,Sri Lanka,15746224410,0.037,31,0.013,0.0,0.194,76,68,0.0,0.265,0.672,0.064,18797000,0.184,347000000,402000000,Cluster 1
0.014,202132.0,Thailand,115536405150,0.033,61,0.018,0.1,0.073,75,67,0.1,0.238,0.694,0.068,63069070,0.326,9378000000,3334000000,Cluster 2
0.018,3223.0,Albania,4091020249,0.06,75,0.022,0.0,0.197,78,72,0.1,0.297,0.632,0.071,3064111,0.424,451000000,269000000,Cluster 2
0.009,52596.0,Belarus,12354820144,0.066,83,0.01,0.0,0.47,75,63,0.0,0.179,0.684,0.137,9928000,0.705,272000000,486000000,Cluster 2
0.011,114766.0,Belgium,232485906040,0.083,1878,0.005,0.3,0.085,81,75,0.7,0.175,0.655,0.17,10286570,0.972,8304000000,10878000000,Cluster 2
0.009,46454.0,Bulgaria,13868600710,0.074,129,0.017,0.1,0.111,75,69,0.2,0.152,0.68,0.168,8020282,0.692,1262000000,836000000,Cluster 2
0.009,20715.0,Croatia,23052044813,0.072,376,0.007,0.1,0.095,78,71,0.4,0.169,0.672,0.159,4440000,0.557,3463000000,677000000,Cluster 2
0.013,6846.0,Cyprus,9679304971,0.058,776,0.005,0.2,0.075,80,76,0.3,0.219,0.678,0.103,961481,0.688,2203000000,568000000,Cluster 2
0.009,124407.0,Czech Republic,64375288107,0.064,403,0.005,0.1,0.072,78,72,0.7,0.161,0.7,0.139,10216605,0.739,3104000000,1386000000,Cluster 2
0.012,49035.0,Denmark,160476161869,0.091,2730,0.005,0.4,0.082,79,75,0.7,0.186,0.665,0.148,5358783,0.852,4003000000,4861000000,Cluster 2
0.009,15596.0,Estonia,6240147810,0.049,218,0.008,0.3,0.078,76,65,0.5,0.174,0.671,0.155,1388115,0.692,661000000,253000000,Cluster 2
0.011,56424.0,Finland,124642505593,0.074,1786,0.003,0.4,0.058,82,75,0.8,0.18,0.669,0.151,5188008,0.824,2065000000,2442000000,Cluster 2
0.013,385827.0,France,1338302997763,0.102,2241,0.004,0.3,0.07,83,76,0.6,0.188,0.651,0.161,61355725,0.761,38385000000,26749000000,Cluster 2
0.009,853663.0,Germany,1880894854586,0.105,2402,0.004,0.3,0.1,81,76,0.7,0.154,0.679,0.168,82349925,0.731,24175000000,56529000000,Cluster 2
0.009,93806.0,Greece,129841808535,0.088,1055,0.006,0.1,0.086,81,76,0.7,0.15,0.678,0.172,10951764,0.729,9216000000,4189000000,Cluster 2
0.01,57022.0,Hungary,52720966883,0.072,374,0.009,0.1,0.121,77,68,0.5,0.166,0.682,0.153,10187576,0.647,4191000000,1887000000,Cluster 2
0.014,2101.0,Iceland,7922983043,0.093,2612,0.003,0.5,0.18,83,78,0.9,0.23,0.653,0.116,284968,0.925,383000000,372000000,Cluster 2
0.015,44151.0,Ireland,105166579628,0.067,1848,0.006,0.2,0.048,80,75,0.8,0.214,0.674,0.112,3866243,0.594,3789000000,2956000000,Cluster 2
0.009,450348.0,Italy,1123702691037,0.081,1590,0.004,0.3,0.073,83,77,0.9,0.143,0.672,0.186,56974100,0.673,26916000000,16997000000,Cluster 2
0.008,6854.0,Latvia,8313047744,0.062,215,0.014,0.1,0.112,77,65,0.3,0.172,0.674,0.154,2337170,0.68,153000000,255000000,Cluster 2
0.009,12919.0,Lithuania,12159225000,0.063,220,0.009,0.1,0.096,78,66,0.3,0.193,0.665,0.142,3470818,0.669,425000000,227000000,Cluster 2
0.012,11998.0,"Macedonia, FYR",3436961385,0.085,141,0.014,0.0,0.194,76,71,0.1,0.219,0.679,0.103,2065098,0.583,49000000,60000000,Cluster 2
0.01,2486.0,Malta,3917620728,0.07,675,0.007,0.2,0.069,81,77,0.6,0.2,0.688,0.111,393028,0.926,704000000,204000000,Cluster 2
0.012,3715.0,Moldova,1480656884,0.071,29,0.024,0.0,0.287,71,63,0.1,0.228,0.669,0.102,3631462,0.457,58000000,90000000,Cluster 2
0.013,167274.0,Netherlands,400654138702,0.083,2079,0.005,0.5,0.05,81,76,0.8,0.186,0.678,0.136,16046180,0.778,11147000000,13061000000,Cluster 2
0.013,41092.0,Norway,170922851074,0.098,3705,0.004,0.6,0.087,82,76,0.8,0.2,0.65,0.15,4513751,0.766,2380000000,4718000000,Cluster 2
0.01,302806.0,Poland,190420870075,0.059,292,0.008,0.1,0.184,78,70,0.3,0.187,0.688,0.125,38248076,0.618,5121000000,3595000000,Cluster 2
0.01,95672.0,Romania,40585886769,0.044,79,0.022,0.0,0.454,75,68,0.2,0.181,0.683,0.137,22131970,0.529,419000000,475000000,Cluster 2
0.009,1558013.0,Russian Federation,306602673980,0.057,119,0.019,0.0,0.179,72,59,0.1,0.175,0.698,0.127,145976473,0.733,4726000000,9760000000,Cluster 2
0.01,39358.0,Slovak Republic,30318731991,0.055,216,0.01,0.1,0.112,78,70,0.4,0.191,0.695,0.114,5378867,0.562,649000000,340000000,Cluster 2
0.009,15163.0,Slovenia,20498926981,0.086,883,0.004,0.3,0.151,80,72,0.7,0.155,0.701,0.144,1992060,0.508,1059000000,560000000,Cluster 2
0.01,297830.0,Spain,608856375839,0.072,1089,0.005,0.2,0.052,83,76,0.7,0.146,0.685,0.169,40756001,0.763,33829000000,8466000000,Cluster 2
0.01,51129.0,Sweden,227359498891,0.089,2268,0.003,0.5,0.056,82,78,0.8,0.183,0.645,0.172,8895960,0.841,5200000000,7916000000,Cluster 2
0.01,42963.0,Switzerland,262647169330,0.103,3748,0.005,0.6,0.043,83,77,0.7,0.173,0.673,0.154,7229854,0.733,9290000000,7085000000,Cluster 2
0.008,321651.0,Ukraine,38009344577,0.057,44,0.015,0.0,0.323,74,63,0.0,0.168,0.691,0.141,48683865,0.672,759000000,676000000,Cluster 2
0.011,550552.0,United Kingdom,1485147545703,0.073,1819,0.006,0.3,0.051,80,76,0.8,0.188,0.654,0.158,59119673,0.788,26137000000,46410000000,Cluster 2
0.021,13927.0,Bahrain,8976446420,0.038,488,0.011,0.2,0.107,76,74,0.4,0.305,0.67,0.024,698749,0.884,886000000,423000000,Cluster 2
0.021,65749.0,Israel,122940533086,0.079,1499,0.005,0.2,0.1,81,78,0.9,0.28,0.619,0.1,6439000,0.913,2854000000,3887000000,Cluster 2
0.031,16003.0,Jordan,8972965061,0.099,184,0.023,0.0,0.109,73,71,0.2,0.392,0.577,0.031,4917000,0.801,884000000,420000000,Cluster 1
0.023,55122.0,Kuwait,34890773740,0.036,634,0.011,0.1,0.079,74,73,0.4,0.257,0.711,0.033,1980604,0.981,286000000,3207000000,Cluster 2
0.023,20286.0,Oman,19949284975,0.031,263,0.013,0.1,0.092,75,71,0.1,0.369,0.607,0.024,2239025,0.715,538000000,703000000,Cluster 1
0.03,48786.0,Syrian Arab Republic,21099833784,0.049,58,0.019,0.0,0.09,75,72,0.0,0.404,0.563,0.034,16700984,0.523,1150000000,670000000,Cluster 1
0.016,101415.0,United Arab Emirates,103311643523,0.025,815,0.009,0.3,0.081,76,74,0.6,0.249,0.741,0.01,3132104,0.807,1200000000,3321000000,Cluster 2
0.039,16252.0,"Yemen, Rep.",9854042165,0.043,27,0.067,0.0,0.175,62,59,0.0,0.481,0.491,0.028,18029989,0.268,38000000,136000000,Cluster 1
0.013,324860.0,Australia,378642266824,0.082,1632,0.005,0.5,0.087,82,77,0.6,0.206,0.669,0.125,19413000,0.874,12804000000,8053000000,Cluster 2
0.024,1115.0,Fiji,1660102346,0.033,67,0.02,0.0,0.083,70,65,0.1,0.343,0.621,0.036,814700,0.483,316000000,84000000,Cluster 1
0.014,34510.0,New Zealand,53305639461,0.077,1052,0.006,0.5,0.076,81,76,0.6,0.225,0.657,0.118,3880500,0.858,2340000000,1255000000,Cluster 2
0.035,3231.0,Papua New Guinea,3081029666,0.045,25,0.058,0.0,0.162,61,57,0.0,0.402,0.573,0.025,5518971,0.132,5200000,38000000,Cluster 1
0.035,172.0,Solomon Islands,400464593,0.064,61,0.029,0.0,0.146,65,62,0.0,0.418,0.554,0.029,423529,0.162,8800000,10500000,Cluster 1
0.028,143.0,Tonga,167042880,0.057,96,0.015,0.0,0.113,73,69,0.0,0.382,0.56,0.058,98504,0.23,6800000,3200000,Cluster 1
0.032,88.0,Vanuatu,257926882,0.037,50,0.019,0.0,0.088,70,66,0.0,0.411,0.556,0.033,189285,0.22,58000000,8000000,Cluster 1
0.02,345.0,Antigua and Barbuda,778311557,0.044,429,0.013,0.1,0.116,76,71,0.3,0.291,0.639,0.07,78972,0.317,272000000,32000000,Cluster 2
0.018,132632.0,Argentina,325488360000,0.094,676,0.018,0.1,0.277,78,70,0.2,0.276,0.624,0.1,37273361,0.893,2756000000,4888000000,Cluster 2
0.017,1569.0,"Bahamas, The",6516651000,0.051,1107,0.013,0.1,0.06,76,70,0.2,0.286,0.659,0.055,303005,0.821,1665000000,342000000,Cluster 2
0.013,1221.0,Barbados,3112350000,0.067,635,0.015,0.1,0.096,76,71,0.2,0.217,0.669,0.115,268296,0.337,706000000,149000000,Cluster 2
0.031,9824.0,Bolivia,8141513292,0.063,59,0.054,0.0,0.201,65,61,0.1,0.396,0.562,0.042,8669066,0.623,119000000,114000000,Cluster 1
0.02,337434.0,Brazil,553582178386,0.073,228,0.027,0.0,0.576,74,67,0.2,0.291,0.653,0.056,176968205,0.816,1844000000,3765000000,Cluster 1
0.011,525690.0,Canada,732716942149,0.093,2152,0.005,0.6,0.058,82,77,0.3,0.189,0.685,0.127,31081900,0.798,12680000000,14634000000,Cluster 2
0.016,52757.0,Chile,72336972322,0.077,348,0.009,0.2,0.119,80,74,0.3,0.273,0.654,0.074,15639289,0.864,1184000000,939000000,Cluster 2
0.023,56274.0,Colombia,98203544965,0.06,144,0.021,0.0,0.207,75,68,0.1,0.324,0.628,0.048,40558648,0.724,1483000000,1556000000,Cluster 1
0.02,5761.0,Costa Rica,16403602943,0.071,291,0.011,0.1,0.238,80,76,0.1,0.308,0.637,0.055,4013488,0.604,1339000000,434000000,Cluster 2
0.025,20235.0,Dominican Republic,24894907435,0.062,173,0.032,0.0,0.243,74,68,0.1,0.345,0.602,0.053,8799298,0.626,2798000000,425000000,Cluster 1
0.025,23447.0,Ecuador,24468324000,0.04,77,0.027,0.0,0.162,77,71,0.1,0.342,0.606,0.052,12780869,0.608,438000000,465000000,Cluster 1
0.019,194.0,Grenada,523279846,0.076,392,0.013,0.1,0.102,73,68,0.1,0.341,0.582,0.077,101849,0.361,83000000,8000000,Cluster 1
0.036,10627.0,Guatemala,18702820735,0.064,105,0.039,0.0,0.19,72,65,0.1,0.439,0.52,0.041,11478984,0.455,588000000,266000000,Cluster 1
0.022,1595.0,Guyana,696281469,0.058,54,0.038,0.1,0.17,67,60,0.1,0.356,0.601,0.044,747657,0.286,65000000,62000000,Cluster 1
0.031,1569.0,Haiti,3507981946,0.056,23,0.073,0.0,0.34,59,56,0.0,0.398,0.561,0.04,8720247,0.373,105000000,168000000,Cluster 1
0.031,5713.0,Honduras,7566517572,0.069,83,0.03,0.0,0.238,73,68,0.0,0.419,0.541,0.04,6365040,0.46,260000000,205000000,Cluster 1
0.019,10627.0,Jamaica,9104515930,0.051,178,0.02,0.0,0.206,74,68,0.2,0.324,0.601,0.075,2605556,0.521,1494000000,227000000,Cluster 1
0.024,394800.0,Mexico,724703571307,0.054,373,0.02,0.1,0.128,77,72,0.2,0.337,0.613,0.05,105339877,0.75,9190000000,6685000000,Cluster 2
0.027,3964.0,Nicaragua,5323146568,0.053,54,0.031,0.0,0.186,73,67,0.0,0.403,0.559,0.038,5176685,0.55,135000000,128000000,Cluster 1
0.024,7008.0,Panama,11807500000,0.077,293,0.021,0.1,0.11,78,73,0.2,0.318,0.625,0.056,3116409,0.625,665000000,227000000,Cluster 2
0.028,3821.0,Paraguay,7662595076,0.076,107,0.027,0.0,0.283,73,68,0.2,0.377,0.578,0.045,5460621,0.56,91000000,130000000,Cluster 1
0.024,27165.0,Peru,51295103189,0.047,96,0.028,0.1,0.25,74,68,0.1,0.337,0.614,0.049,26372358,0.734,763000000,773000000,Cluster 1
0.019,363.0,St. Lucia,708290496,0.062,278,0.015,0.1,0.13,74,70,0.0,0.315,0.61,0.075,158650,0.275,233000000,32000000,Cluster 1
0.019,180.0,St. Vincent and the Grenadines,431017935,0.036,145,0.019,0.1,0.116,73,68,0.1,0.308,0.622,0.07,107989,0.455,89000000,12000000,Cluster 1
0.022,2266.0,Suriname,763465571,0.084,136,0.029,0.0,0.257,72,65,0.2,0.304,0.638,0.058,473312,0.665,26000000,62000000,Cluster 1
0.015,25024.0,Trinidad and Tobago,8824873156,0.044,305,0.025,0.2,0.157,72,65,0.2,0.246,0.687,0.067,1272347,0.106,361000000,172000000,Cluster 2
0.014,5601405.0,United States,10625300000000,0.142,5138,0.007,0.5,0.069,79,74,0.4,0.212,0.665,0.123,284968955,0.792,109103000000,85610000000,Cluster 3
0.016,5090.0,Uruguay,20898788420,0.112,703,0.014,0.1,0.486,79,71,0.2,0.244,0.624,0.132,3326762,0.923,700000000,338000000,Cluster 2
0.023,172525.0,"Venezuela, RB",122909734601,0.06,295,0.018,0.0,0.225,76,70,0.3,0.332,0.621,0.046,24870441,0.883,677000000,1718000000,Cluster 2
0.019,90854.0,Algeria,56760288962,0.037,65,0.032,0.0,0.086,71,68,0.0,0.318,0.641,0.041,32572977,0.615,111000000,248000000,Cluster 1
0.05,12666.0,Angola,12497346043,0.044,33,0.126,0.0,0.973,48,45,0.0,0.477,0.499,0.025,14886574,0.339,51000000,52000000,Cluster 1
0.026,4485.0,Botswana,5438856515,0.057,193,0.054,0.0,0.162,49,48,0.2,0.372,0.598,0.03,1808976,0.544,324000000,197000000,Cluster 1
0.043,220.0,Burundi,825394484,0.071,6,0.086,0.0,0.195,50,48,0.0,0.476,0.495,0.028,7037727,0.087,1600000,14000000,Cluster 1
0.041,3418.0,Cameroon,10879778328,0.048,31,0.087,0.0,0.18,53,51,0.0,0.449,0.518,0.034,16782044,0.467,124000000,205000000,Cluster 1
0.039,246.0,Central African Republic,991387865,0.042,11,0.113,0.0,0.18,46,42,0.0,0.422,0.539,0.04,3767248,0.378,3000000,29000000,Cluster 1
0.051,169.0,Chad,1987622269,0.08,18,0.104,0.0,0.18,48,46,0.0,0.491,0.481,0.028,8959964,0.217,25000000,80000000,Cluster 1
0.039,708.0,"Congo, Rep.",3019993723,0.025,23,0.073,0.0,0.18,54,52,0.1,0.42,0.545,0.036,3283719,0.596,25600000,85000000,Cluster 1
0.029,400.0,Djibouti,591122040,0.054,42,0.076,0.0,0.113,59,56,0.0,0.398,0.57,0.032,744434,0.766,8900000,7700000,Cluster 1
0.024,127194.0,"Egypt, Arab Rep.",87850680573,0.061,74,0.031,0.0,0.138,71,67,0.1,0.342,0.604,0.054,68302914,0.429,4133000000,1309000000,Cluster 1
0.042,4481.0,Ethiopia,7707034813,0.047,5,0.083,0.0,0.087,55,53,0.0,0.465,0.504,0.031,69948344,0.151,261000000,55000000,Cluster 1
0.033,1778.0,Gabon,4931503836,0.037,142,0.054,0.0,0.18,61,58,0.2,0.402,0.54,0.058,1285318,0.816,77000000,234000000,Cluster 1
0.039,7968.0,Kenya,13147736954,0.045,18,0.066,0.0,0.185,54,52,0.0,0.435,0.538,0.028,33000524,0.206,513000000,126000000,Cluster 1
0.023,47832.0,Libya,19842519685,0.049,185,0.023,0.0,0.07,74,71,0.0,0.32,0.64,0.041,5340389,0.765,202000000,654000000,Cluster 2
0.04,1236.0,Madagascar,4397254715,0.052,14,0.064,0.0,0.253,61,59,0.0,0.454,0.517,0.03,16736029,0.277,109000000,192000000,Cluster 1
0.044,884.0,Malawi,2665158943,0.048,11,0.09,0.0,0.505,47,47,0.0,0.461,0.509,0.03,11926778,0.148,45000000,86000000,Cluster 1
0.017,2981.0,Mauritius,4767303153,0.042,168,0.014,0.1,0.21,76,69,0.3,0.252,0.685,0.064,1210196,0.423,829000000,223000000,Cluster 2
0.021,38254.0,Morocco,40416114690,0.053,73,0.04,0.0,0.131,70,67,0.2,0.327,0.625,0.048,29311443,0.54,3157000000,669000000,Cluster 1
0.045,1588.0,Mozambique,4201332885,0.064,14,0.104,0.0,0.267,49,46,0.0,0.441,0.527,0.032,19319894,0.295,65000000,115000000,Cluster 1
0.031,1760.0,Namibia,3361236321,0.062,106,0.049,0.0,0.138,56,52,0.1,0.402,0.565,0.033,1958303,0.338,251000000,65000000,Cluster 1
0.043,98125.0,Nigeria,59116868250,0.039,18,0.106,0.0,0.248,48,47,0.0,0.434,0.538,0.028,129224641,0.365,256000000,910000000,Cluster 1
0.04,689.0,Rwanda,1677447003,0.042,8,0.092,0.0,0.164,51,50,0.0,0.459,0.513,0.029,8987523,0.168,31000000,24000000,Cluster 1
0.037,59.0,Sao Tome and Principe,84617971,0.106,59,0.054,0.1,0.374,66,62,0.0,0.429,0.53,0.04,144447,0.553,6900000,1800000,Cluster 1
0.018,543.0,Seychelles,698083345,0.044,371,0.012,0.1,0.106,77,69,0.5,0.267,0.654,0.079,83700,0.505,247000000,53000000,Cluster 2
0.043,609.0,Sierra Leone,1239004288,0.16,44,0.136,0.0,0.222,40,39,0.0,0.428,0.548,0.024,4493047,0.361,38000000,39000000,Cluster 1
0.024,347687.0,South Africa,111100858130,0.085,205,0.053,0.1,0.158,55,52,0.3,0.32,0.643,0.037,45808736,0.579,3695000000,2251000000,Cluster 1
0.032,1126.0,Swaziland,1224220675,0.052,58,0.082,0.0,0.153,47,46,0.1,0.435,0.535,0.03,1082183,0.224,45000000,27000000,Cluster 1
0.042,3590.0,Tanzania,10805600069,0.034,10,0.071,0.0,0.164,52,51,0.0,0.447,0.524,0.029,35806497,0.23,639000000,361000000,Cluster 1
0.045,1969.0,Zambia,3711284087,0.067,24,0.091,0.0,0.452,44,43,0.0,0.461,0.511,0.027,10625423,0.354,64000000,109000000,Cluster 1
0.013,3044.0,Armenia,2376335048,0.054,42,0.024,0.0,0.211,76,69,0.0,0.241,0.651,0.108,3047002,0.643,81000000,85000000,Cluster 2
0.014,29615.0,Azerbaijan,6236024951,0.045,34,0.053,0.1,0.174,70,65,0.1,0.291,0.649,0.06,8171950,0.518,63000000,110000000,Cluster 1
0.026,33707.0,Bangladesh,47571130071,0.031,11,0.059,0.0,0.16,67,66,0.0,0.359,0.6,0.041,137006279,0.248,59000000,309000000,Cluster 1
0.022,5321.0,Brunei Darussalam,5843329102,0.031,526,0.008,0.2,0.055,78,75,0.4,0.298,0.673,0.029,346407,0.721,113000000,398000000,Cluster 2
0.013,3694242.0,China,1453827558028,0.048,54,0.026,0.0,0.053,74,72,0.2,0.236,0.692,0.072,1280400000,0.384,21742000000,16759000000,Cluster 2
0.012,3388.0,Georgia,3395778661,0.087,64,0.028,0.0,0.236,76,69,0.1,0.205,0.661,0.134,4357000,0.523,144000000,189000000,Cluster 2
0.025,1226791.0,India,523968561884,0.044,21,0.062,0.0,0.119,64,62,0.0,0.334,0.621,0.045,1076705723,0.282,3300000000,4350000000,Cluster 1
0.021,306737.0,Indonesia,195660611034,0.022,20,0.038,0.0,0.189,70,66,0.1,0.302,0.651,0.048,215038285,0.436,5797000000,5042000000,Cluster 1
0.009,1216751.0,Japan,3980819536160,0.079,2455,0.003,0.5,0.019,85,78,0.6,0.142,0.675,0.182,127445000,0.816,6069000000,34977000000,Cluster 2
0.01,465632.0,"Korea, Rep.",609020054512,0.048,581,0.006,0.6,0.068,80,73,0.7,0.203,0.716,0.081,47622179,0.803,7621000000,11440000000,Cluster 2
0.019,4848.0,Kyrgyz Republic,1605640633,0.054,17,0.039,0.0,0.248,72,64,0.0,0.335,0.609,0.056,4990700,0.353,48000000,27000000,Cluster 1
0.029,1177.0,Lao PDR,1758176653,0.04,13,0.078,0.0,0.293,64,62,0.0,0.425,0.539,0.037,5545245,0.24,110000000,4000000,Cluster 1
0.021,135129.0,Malaysia,100845526316,0.033,138,0.008,0.3,0.065,75,71,0.4,0.321,0.639,0.04,24413795,0.639,8084000000,3330000000,Cluster 2
0.022,689.0,Maldives,828240882,0.052,152,0.028,0.1,0.135,73,70,0.1,0.385,0.574,0.041,282743,0.3,337000000,60000000,Cluster 1
0.019,8287.0,Mongolia,1396555772,0.048,28,0.044,0.0,0.355,67,61,0.1,0.323,0.64,0.037,2443231,0.593,143000000,125000000,Cluster 1
0.031,2710.0,Nepal,6050875807,0.056,14,0.054,0.0,0.068,64,62,0.0,0.401,0.559,0.04,24102862,0.143,134000000,108000000,Cluster 1
0.029,71338.0,Philippines,81357657790,0.028,28,0.029,0.0,0.091,70,64,0.2,0.38,0.587,0.033,80953652,0.474,2018000000,1874000000,Cluster 1
0.011,47231.0,Singapore,91941791944,0.029,632,0.003,0.5,0.053,81,77,0.8,0.206,0.717,0.077,4176000,1.0,4458000000,8212000000,Cluster 2
0.019,11008.0,Sri Lanka,17102623876,0.039,34,0.013,0.0,0.132,76,69,0.0,0.261,0.673,0.065,18921000,0.184,594000000,438000000,Cluster 2
0.029,1881.0,Tajikistan,1221113795,0.045,9,0.066,0.0,0.147,68,61,0.0,0.412,0.552,0.036,6404118,0.264,5000000,1700000,Cluster 1
0.014,215975.0,Thailand,126876918690,0.037,74,0.018,0.1,0.069,75,68,0.3,0.234,0.696,0.07,63797841,0.338,10388000000,3888000000,Cluster 2
0.017,3751.0,Albania,4449373456,0.065,89,0.021,0.0,0.153,78,72,0.3,0.29,0.636,0.075,3051427,0.435,492000000,386000000,Cluster 2
0.009,52390.0,Belarus,14594925393,0.065,96,0.009,0.1,0.369,74,62,0.0,0.172,0.687,0.14,9865000,0.709,295000000,527000000,Cluster 2
0.011,107531.0,Belgium,252795031056,0.085,2075,0.004,0.5,0.077,81,75,0.8,0.174,0.655,0.171,10332785,0.972,7598000000,11270000000,Cluster 2
0.009,22919.0,Bosnia and Herzegovina,6651226179,0.071,122,0.007,0.0,0.127,77,73,0.2,0.197,0.686,0.117,3897579,0.393,307000000,112000000,Cluster 2
0.009,44635.0,Bulgaria,15979194511,0.076,154,0.016,0.1,0.092,75,69,0.3,0.148,0.683,0.17,7868468,0.695,1392000000,1018000000,Cluster 2
0.009,21877.0,Croatia,26524896398,0.063,375,0.007,0.2,0.128,78,71,0.5,0.167,0.671,0.163,4440000,0.559,3952000000,852000000,Cluster 2
0.013,7022.0,Cyprus,10557366162,0.061,882,0.005,0.3,0.072,80,76,0.4,0.214,0.682,0.104,979877,0.687,2178000000,582000000,Cluster 2
0.009,120193.0,Czech Republic,78425201661,0.068,522,0.005,0.2,0.067,79,72,0.8,0.157,0.704,0.139,10196916,0.738,3376000000,1797000000,Cluster 2
0.012,49266.0,Denmark,173880831444,0.093,3023,0.004,0.6,0.071,79,75,0.8,0.187,0.664,0.149,5375931,0.853,4791000000,5838000000,Cluster 2
0.01,14936.0,Estonia,7324390332,0.048,256,0.008,0.4,0.067,77,65,0.7,0.167,0.674,0.159,1379350,0.691,737000000,305000000,Cluster 2
0.011,61078.0,Finland,135183512140,0.078,2032,0.003,0.6,0.048,82,75,0.9,0.178,0.669,0.153,5200598,0.825,2235000000,2438000000,Cluster 2
0.013,380840.0,France,1452031150009,0.106,2497,0.004,0.3,0.066,83,76,0.6,0.187,0.651,0.162,61803229,0.764,40537000000,27808000000,Cluster 2
0.009,828771.0,Germany,2006587615283,0.107,2610,0.004,0.5,0.097,81,75,0.7,0.151,0.676,0.173,82488495,0.732,26690000000,59496000000,Cluster 2
0.009,93670.0,Greece,146049724849,0.091,1223,0.006,0.1,0.074,81,76,0.8,0.148,0.676,0.176,10983723,0.733,10005000000,2453000000,Cluster 2
0.01,56094.0,Hungary,66389489264,0.076,495,0.009,0.2,0.102,77,68,0.7,0.163,0.683,0.154,10158608,0.651,3774000000,2211000000,Cluster 2
0.014,2171.0,Iceland,8907207933,0.102,3156,0.003,0.8,0.154,83,79,0.9,0.228,0.656,0.117,287523,0.927,415000000,373000000,Cluster 2
0.015,43762.0,Ireland,123016253873,0.07,2221,0.005,0.3,0.038,80,75,0.8,0.211,0.678,0.111,3931947,0.596,4228000000,3835000000,Cluster 2
0.009,452632.0,Italy,1225176959595,0.082,1761,0.004,0.3,0.065,83,77,0.9,0.142,0.669,0.189,57059007,0.674,28192000000,19636000000,Cluster 2
0.009,6652.0,Latvia,9314784080,0.063,248,0.013,0.2,0.08,77,65,0.4,0.165,0.677,0.158,2310173,0.679,201000000,267000000,Cluster 2
0.009,13212.0,Lithuania,14163949142,0.064,263,0.009,0.2,0.068,78,66,0.5,0.187,0.669,0.144,3443067,0.668,556000000,334000000,Cluster 2
0.012,10935.0,"Macedonia, FYR",3791306758,0.093,170,0.013,0.2,0.184,76,71,0.2,0.213,0.681,0.106,2074441,0.581,55000000,60000000,Cluster 2
0.01,2299.0,Malta,4296164768,0.079,839,0.006,0.3,0.06,81,76,0.7,0.193,0.69,0.117,395969,0.929,757000000,180000000,Cluster 2
0.012,3986.0,Moldova,1661818168,0.081,37,0.023,0.0,0.235,71,63,0.1,0.219,0.676,0.105,3623062,0.456,72000000,109000000,Cluster 2
0.013,172364.0,Netherlands,437807265199,0.089,2411,0.005,0.6,0.04,81,76,0.8,0.186,0.677,0.137,16148929,0.791,11745000000,14201000000,Cluster 2
0.012,37429.0,Norway,191927027230,0.104,4418,0.004,0.7,0.087,82,77,0.8,0.2,0.651,0.149,4538159,0.77,2581000000,5610000000,Cluster 2
0.009,296932.0,Poland,198179425151,0.063,328,0.007,0.2,0.12,79,70,0.4,0.18,0.692,0.127,38230364,0.618,4971000000,3440000000,Cluster 2
0.01,92174.0,Romania,45988510814,0.046,97,0.022,0.1,0.354,75,67,0.2,0.174,0.686,0.14,21730496,0.528,400000000,448000000,Cluster 2
0.01,1557665.0,Russian Federation,345110438694,0.06,142,0.018,0.0,0.157,72,59,0.1,0.168,0.702,0.13,145408033,0.733,5278000000,11362000000,Cluster 2
0.01,39252.0,Slovak Republic,34638306042,0.056,256,0.009,0.4,0.103,78,70,0.5,0.185,0.7,0.115,5376912,0.56,742000000,506000000,Cluster 2
0.009,15420.0,Slovenia,23136352386,0.086,1000,0.004,0.3,0.132,80,72,0.8,0.151,0.702,0.147,1994530,0.508,1152000000,647000000,Cluster 2
0.01,314519.0,Spain,686295878035,0.073,1215,0.005,0.2,0.043,83,76,0.8,0.145,0.686,0.169,41431558,0.765,35468000000,9366000000,Cluster 2
0.011,57425.0,Sweden,250960758337,0.092,2599,0.003,0.7,0.056,82,78,0.9,0.181,0.647,0.172,8924958,0.841,5671000000,8221000000,Cluster 2
